entry,name,substrates,products
R06297,"ent-kaur-16-en-19-oate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating)",C06093; C03024; C00007,C11857; C03161; C00001
R10067,"ent-kaur-16-en-19-oate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating)",C11874; C03024; C00007,C11857; C03161; C00001
R04102,"(+)-bornane-2,5-dione,FMNH2:oxygen oxidoreductase (1,2-lactonizing)",C03037; C01847; C00007,C02952; C00061; C00001
R07422,"3-hydroxyindolin-2-one,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (2-hydroxy-2H-1,4-benzoxazin-3(4H)-one-forming)",C11130; C03024; C00007,C15769; C03161; C00001
R05488,"styrene,FADH2:oxygen oxidoreductase",C07083; C01352; C00007,C20782; C00016; C00001
R07423,"2-hydroxy-2H-1,4-benzoxazin-3(4H)-one,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)",C15769; C03024; C00007,C15770; C03161; C00001
R09862,"9beta-pimara-7,15-diene,[reduced NADPH---hemoprotein reductase]:oxygen 19-oxidoreductase",C18225; C00007; C03024,C20147; C03161; C00001
R09863,"9beta-pimara-7,15-dien-19-ol,[reduced NADPH---hemoprotein reductase]:oxygen 19-oxidoreductase",C20147; C00007; C03024,C20148; C03161; C00001
R09864,"9beta-pimara-7,15-dien-19-al,[reduced NADPH---hemoprotein reductase]:oxygen 19-oxidoreductase",C20148; C00007; C03024,C20149; C03161; C00001
R09865,"9beta-pimara-7,15-diene,[reduced NADPH---hemoprotein reductase]:oxygen 19-oxidoreductase",C18225; C00007; C03024,C20149; C03161; C00001
R09921,"stemod-13(17)-ene,[reduced NADPH---hemoprotein reductase]:oxygen 19-oxidoreductase",C18224; C00007; C03024,C20208; C03161; C00001
R09866,"ent-cassa-12,15-diene,[reduced NADPH---hemoprotein reductase]:oxygen 11-oxidoreductase",C18226; C00007; C03024,C20150; C03161; C00001
R09934,"alpha-humulene,[reduced NADPH---hemoprotein reductase]:oxygen 10-oxidoreductase",C09684; C00007; C03024,C20229; C03161; C00001
R10023,"amorpha-4,11-diene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (12-hydroxylating)",C16028; C00007; C03024,C20307; C03161; C00001
R10024,"artemisinic-alcohol,[reduced NADPH---hemoprotein reductase]:oxygen 12-oxidoreductase",C20307; C00007; C03024,C20308; C03161; C00001
R10025,"artemisinic-aldehyde,[reduced NADPH---hemoprotein reductase]:oxygen 12-oxidoreductase",C20308; C00007; C03024,C20309; C03161; C00001
R10026,"amorpha-4,11-diene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (12-hydroxylating)",C16028; C00007; C03024,C20309; C03161; C00001
R10313,"11-oxo-beta-amyrin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (30-hydroxylating)",C19943; C00007; C03024,C20510; C03161; C00001
R10314,"30-hydroxy-11-oxo-beta-amyrin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (30-hydroxylating)",C20510; C00007; C03024,C20511; C03161; C00001
R10315,"glycyrrhetaldehyde,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (30-hydroxylating)",C20511; C00007; C03024,C02283; C03161; C00001
R10316,"11-oxo-beta-amyrin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (30-hydroxylating)",C19943; C00007; C03024,C02283; C03161; C00001
R10317,"(1'S)-averantin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (5'-hydroxylating)",C20499; C03024; C00007,C20500; C03161; C00001
R10318,"(1'S)-averantin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (5'-hydroxylating)",C20499; C03024; C00007,C20501; C03161; C00001
R10319,"8-O-methylsterigmatocystin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (aflatoxin-B forming)",C03686; C03024; C00007,C06800; C03161; C00001; C00132; C00011
R10320,"8-O-methyldihydrosterigmatocystin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (aflatoxin-B forming)",C03944; C03024; C00007,C16753; C03161; C00001; C00132; C00011
R10321,"tryprostatin B,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (6-hydroxytryprostatin B-forming)",C20512; C03024; C00007,C20513; C03161; C00001
R10414,"fumitremorgin C,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (12alpha,13alpha-dihydroxyfumitremorgin C-forming)",C20604; C03024; C00007,C20605; C03161; C00001
R09819,"3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione,FMNH2:oxygen oxidoreductase",C19944; C01847; C00007,C04793; C00061; C00001
R10540,"dammarenediol-II,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (12beta-hydroxylating)",C19829; C03024; C00007,C20715; C03161; C00001
R10591,"protopanaxadiol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (6alpha-hydroxylating)",C20715; C03024; C00007,C20716; C03161; C00001
R11657,"ent-sandaracopimaradien-3beta-ol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (oryzalexin E forming)",C21560; C03024; C00007,C21561; C03161; C00001
R11658,"ent-sandaracopimaradien-3beta-ol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (oryzalexin D forming)",C21560; C03024; C00007,C21562; C03161; C00001
R10791,"dihydromonacolin L acid,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3-hydroxylating)",C20851; C00007; C03024,C20852; C03161; C00001
R10792,"3alpha-hydroxy-3,5-dihydromonacolin L acid hydro-lyase",C20852,C20853; C00001
R10793,"dihydromonacolin L acid,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3-hydroxylating)",C20851; C00007; C03024,C20853; C03161; C00001
R10794,"monacolin L acid,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (8-hydroxylating)",C20853; C00007; C03024,C20854; C03161; C00001
R10921,beta-Amyrin + Oxygen + [Reduced NADPH---hemoprotein reductase] <=> Erythrodiol + [Oxidized NADPH---hemoprotein reductase] + H2O,C08616; C00007; C03024,C20945; C03161; C00001
R10922,Erythrodiol + Oxygen + [Reduced NADPH---hemoprotein reductase] <=> Oleanolic aldehyde + [Oxidized NADPH---hemoprotein reductase] + 2 H2O,C20945; C00007; C03024,C20946; C03161; C00001
R10923,Oleanolic aldehyde + Oxygen + [Reduced NADPH---hemoprotein reductase] <=> Oleanolic acid + [Oxidized NADPH---hemoprotein reductase] + H2O,C20946; C00007; C03024,C17148; C03161; C00001
R10924,"beta-amyrin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (28-hydroxylating)",C08616; C00007; C03024,C17148; C03161; C00001
R08148,"methyl (2E,6E)-farnesoate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",C16503; C03024; C00007,C09694; C03161; C00001
R10925,"(2E,6E)-farnesoate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",C16502; C03024; C00007,C16504; C03161; C00001
R10999,"oleoyl-CoA,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (omega-hydroxylating)",C00510; C03024; C00007,C21005; C03161; C00001
R11000,"linoleoyl-CoA,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (omega-hydroxylating)",C02050; C03024; C00007,C21006; C03161; C00001
R08908,"4-(gamma-L-glutamylamino)butanoyl-[acp],reduced-FMN:oxygen oxidoreductase",C18008; C01847; C00007,C18009; C00061; C00001
R11054,"dodecanoate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (7-hydroxylating)",C02679; C03024; C00007,C21080; C03161; C00001
R11211,"(-)-bursehernin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (5'-hydroxylating)",C21183; C03024; C00007,C21184; C03161; C00001
R11212,"(-)-deoxypodophyllotoxin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (4-hydroxylating)",C10552; C03024; C00007,C21185; C03161; C00001
R08784,"1,8-cineole,[reduced flavodoxin]:oxygen oxidoreductase (2-endo-hydroxylating)",C09844; C02745; C00007,C03092; C02869; C00001
R09604,"beta-amyrin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (24-hydroxylating)",C08616; C03024; C00007,C19732; C03161; C00001
R09605,"sophoradiol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (24-hydroxylating)",C19733; C03024; C00007,C08980; C03161; C00001
R07195,"2-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (cyclizing)",C15509; C03024; C00007,C10422; C03161; C00001
R07196,"2-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (cyclizing)",C15509; C03024; C00007,C15511; C03161; C00001
R07197,"4-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (cyclizing)",C15510; C03024; C00007,C01701; C03161; C00001
R07356,"2-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (cyclizing)",C15509; C03024; C00007,C15601; C03161; C00001
R07357,"4-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (cyclizing)",C15510; C03024; C00007,C15601; C03161; C00001
R05828,"10-deoxysarpagine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (10-hydroxylating)",C11635; C03024; C00007,C09239; C03161; C00001
R07202,"abscisate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (8'-hydroxylating)",C06082; C03024; C00007,C15514; C03161; C00001
R07203,"lithocholate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (6beta-hydroxylating)",C03990; C03024; C00007,C15515; C03161; C00001
R07204,"5beta-cholestane-3alpha,7alpha-diol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (12alpha-hydroxylating)",C05452; C03024; C00007,C05454; C03161; C00001
R01840,"androstenedione,NADPH---hemoprotein reductase:oxygen oxidoreductase (19-hydroxylating)",C00280; C03024; C00007,C05290; C03161; C00001
R02351,"19-oxoandrostenedione,NADPH---hemoprotein reductase:oxygen oxidoreductase (aromatizing, formate-forming)",C05297; C00007; C03024,C00468; C00058; C03161; C00001
R02501,"testosterone,NADPH---hemoprotein reductase:oxygen oxidoreductase (19-hydroxylating)",C00535; C03024; C00007,C05294; C03161; C00001
R03087,"19-oxotestosterone,NADPH---hemoprotein reductase:oxygen oxidoreductase (aromatizing, formate-forming)",C05295; C00007; C03024,C00951; C00058; C03161; C00001
R04759,"19-hydroxyandrostenedione,NADPH---hemoprotein reductase:oxygen 19-oxidoreductase",C05290; C03024; C00007,C05297; C03161; C00001
R04761,"19-hydroxytestosterone,NADPH---hemoprotein reductase:oxygen 19-oxidoreductase",C05294; C03024; C00007,C05295; C03161; C00001
R10511,testosterone monooxygenase (17beta-estradiol-forming),C00535; C00007; C03024,C00951; C00058; C00001; C03161
R10515,"androst-4-ene-3,17-dione monooxygenase (estrone-forming)",C00280; C00007; C03024,C00468; C00058; C00001; C03161
R08207,"(+)-marmesin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",C09276; C03024; C00007,C09305; C03161; C00207; C00001
R08922,"sophoraflavanone-B,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (2'-hydroxylating)",C18023; C03024; C00007,C18024; C03161; C00001
R08923,"(+)-pulegone,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (9-hydroxylating)",C09893; C03024; C00007,C18025; C03161; C00001
R06351,"abieta-7,13-diene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (18-hydroxylating)",C11878; C03024; C00007,C11882; C03161; C00001
R06354,"abietinol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (18-hydroxylating)",C11882; C03024; C00007,C11887; C03161; C00001
R10077,"Abietinol + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Abieta-7,13-dien-18,18-diol + [Oxidized NADPH---hemoprotein reductase] + H2O",C11882; C03024; C00007,C20329; C03161; C00001
R10078,"Abieta-7,13-dien-18,18-diol <=> Abietal + H2O",C20329,C11887; C00001
R12122,"abieta-7,13-dien-18-ol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (18-hydroxylating)",C11882; C03024; C00007,C06087; C03161; C00001
R12123,Abietal + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Abietate + [Oxidized NADPH---hemoprotein reductase] + H2O,C11887; C03024; C00007,C06087; C03161; C00001
R09122,"geranylgeraniol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (18-hydroxylating)",C09094; C03024; C00007,C13273; C03161; C00001
R07786,"22alpha-hydroxy-campesterol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (C-23-hydroxylating)",C15795; C03024; C00007,C16252; C03161; C00001
R07787,"22alpha-hydroxy-campest-4-en-3-one,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (C-23-hydroxylating)",C15796; C03024; C00007,C16253; C03161; C00001
R07791,"22alpha-hydroxy-5alpha-campestan-3-one,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (C-23-hydroxylating)",C15797; C03024; C00007,C15800; C03161; C00001
R07792,"3-epi-6-deoxocathasterone,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (C-23-hydroxylating)",C16251; C03024; C00007,C15801; C03161; C00001
R09002,"(+)-columbianetin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",C19707; C03024; C00007,C09060; C03161; C00207; C00001
R09573,"5-epiaristolochene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (1- and 3-hydroxylating)",C19708; C03024; C00007,C09627; C03161; C00001
R10731,"(3S)-3-amino-3-(3-chloro-4-hydroxyphenyl)propanoyl-[peptidyl-carrier protein],FADH2:oxygen oxidoreductase (5-hydroxylating)",C20810; C01352; C00007,C11449; C00016; C00001
R09575,"germacra-1(10),4,11(13)-trien-12-oate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (6alpha-hydroxylating)",C19678; C03024; C00007,C09382; C03161; C00001
R12131,"germacra-1(10),4,11(13)-trien-12-oate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (6alpha-hydroxylating)",C19678; C03024; C00007,C21922; C03161; C00001
R12132,"6alpha-Hydroxygermacra-1(10),4,11(13)-trien-12-oate <=> Costunolide + H2O",C21922,C09382; C00001
R09576,"(-)-vetispiradiene,[reduced NADPH---hemoprotein reductase]:oxygen 2alpha-oxidoreductase",C12142; C03024; C00007,C19711; C03161; C00001
R09577,"solavetivol,[reduced NADPH---hemoprotein reductase]:oxygen 2alpha-oxidoreductase",C19711; C03024; C00007,C09737; C03161; C00001
R10073,"(-)-vetispiradiene,[reduced NADPH---hemoprotein reductase]:oxygen 2alpha-oxidoreductase",C12142; C03024; C00007,C09737; C03161; C00001
R09815,"beta-amyrin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating)",C08616; C03024; C00007,C19942; C00001; C03161
R09816,"11alpha-hydroxy-beta-amyrin,[reduced NADPH---hemoprotein reductase]:oxygen 11-oxidoreductase",C19942; C03024; C00007,C19943; C00001; C03161
R09817,"beta-amyrin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating)",C08616; C03024; C00007,C19943; C00001; C03161
R07403,"indole,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (2-hydroxylating)",C00463; C03024; C00007,C12312; C03161; C00001
R05640,"lanosterol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (14-methyl cleaving)",C01724; C03024; C00007,C11455; C00058; C03161; C00001
R05731,"obtusifoliol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (14-methyl cleaving)",C01943; C03024; C00007,C11508; C00058; C03161; C00001
R12118,"sterol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (14-methyl cleaving)",C21918; C03024; C00007,C21919; C00058; C03161; C00001
R12119,14alpha-Methylsteroid + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 14alpha-Hydroxymethylsteroid + [Oxidized NADPH---hemoprotein reductase] + H2O,C21918; C03024; C00007,C21920; C03161; C00001
R12120,14alpha-Hydroxymethylsteroid + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 14alpha-Formylsteroid + [Oxidized NADPH---hemoprotein reductase] + 2 H2O,C21920; C03024; C00007,C21921; C03161; C00001
R12121,14alpha-Formylsteroid + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Delta14-Steroid + Formate + [Oxidized NADPH---hemoprotein reductase] + H2O,C21921; C03024; C00007,C21919; C00058; C03161; C00001
R12149,"(-)-bornane-2,5-dione,FMNH2:oxygen oxidoreductase (1,2-lactonizing)",C21929; C01847; C00007,C21930; C00061; C00001
R08160,"L-tryptophan,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)",C00078; C03024; C00007,C02937; C03161; C00011; C00001
R09583,"L-tryptophan,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)",C00078; C03024; C00007,C19716; C03161; C00001
R09584,"N-hydroxy-L-tryptophan,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)",C19716; C03024; C00007,C19717; C03161; C00001
R09585,"N,N-Dihydroxy-L-tryptophan <=> Indole-3-acetaldehyde oxime + CO2 + H2O",C19717,C02937; C00011; C00001
R07421,"indolin-2-one,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3-hydroxylating)",C12312; C03024; C00007,C11130; C03161; C00001
R07531,"zeinoxanthin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3-hydroxylating)",C08590; C03024; C00007,C08601; C03161; C00001
R07850,"alpha-carotene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3-hydroxylating)",C05433; C03024; C00007,C15981; C03161; C00001
R12224,"dolabradiene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3beta-hydroxy-15,16-epoxydolabrene-forming)",C22008; C00007; C03024,C22009; C00001; C03161
R12225,"15,16-epoxydolabrene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3beta-hydroxy-15,16-epoxydolabrene-forming)",C22009; C00007; C03024,C22010; C00001; C03161
R02130,"steroid,NADPH-hemoprotein reductase:oxygen oxidoreductase (21-hydroxylating)",C00377; C03024; C00007,C02506; C03161; C00001
R02213,"progesterone,NADPH-hemoprotein reductase:oxygen oxidoreductase (21-hydroxylating)",C00410; C03024; C00007,C03205; C03161; C00001
R02838,"21-deoxycortisol,NADPH-hemoprotein reductase:oxygen oxidoreductase (21-hydroxylating)",C05497; C03024; C00007,C00735; C03161; C00001
R03326,"17alpha-hydroxyprogesterone,NADPH-hemoprotein reductase:oxygen oxidoreductase (21-hydroxylating)",C01176; C03024; C00007,C05488; C03161; C00001
R03784,"pregnenolone,NADPH-hemoprotein reductase:oxygen oxidoreductase (21-hydroxylating)",C01953; C03024; C00007,C05485; C03161; C00001
R03849,"11beta-hydroxyprogesterone,NADPH-hemoprotein reductase:oxygen oxidoreductase (21-hydroxylating)",C05498; C03024; C00007,C02140; C03161; C00001
R04675,"17alpha-hydroxypregnenolone,NADPH-hemoprotein reductase:oxygen oxidoreductase (21-hydroxylating)",C05138; C03024; C00007,C05487; C03161; C00001
R12226,"(S)-beta-macrocarpene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (zealexin A1-forming)",C19752; C00007; C03024,C22011; C00001; C03161
R12227,"(S)-beta-macrocarpene,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",C19752; C00007; C03024,C22012; C00001; C03161
R12228,"[(4S)-4-(5,5-dimethylcyclohex-1-en-1-yl)-cyclohex-1-en-1-yl]methanol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",C22012; C00007; C03024,C22013; C00001; C03161
R12229,"(4S)-4-(5,5-dimethylcyclohex-1-en-1-yl)cyclohex-1-ene-1-carbaldehyde,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",C22013; C00007; C03024,C22011; C00001; C03161
R12181,cis-trans-Nepetalactol + 2 [Reduced NADPH---hemoprotein reductase] + 2 Oxygen <=> Iridotrial + 2 [Oxidized NADPH---hemoprotein reductase] + 3 H2O,C09804; C03024; C00007,C06070; C03161; C00001
R12182,"iridotrial,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",C06070; C03024; C00007,C20789; C03161; C00001
R12230,"(+)-cis,trans-nepetalactol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (hydroxylating)",C09804; C03024; C00007,C20789; C03161; C00001
R12231,"(+)-cis,trans-nepetalactol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",C09804; C03024; C00007,C22014; C03161; C00001
R12253,"7-deoxyloganetic alcohol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",C22014; C03024; C00007,C06070; C03161; C00001
R07198,"liquiritigenin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (licodione-forming)",C09762; C03024; C00007,C01592; C03161; C00001
R12218,"flavanone,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (2-hydroxylating)",C00766; C03024; C00007,C22005; C03161; C00001
R11688,"(S)-1-hydroxy-N-methylcanadine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (13-hydroxylating)",C21586; C03024; C00007,C21587; C03161; C00001
R12223,"fraxetin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (5-hydroxylating)",C09265; C03024; C00007,C22007; C03161; C00001
R12232,"indole-3-carbonyl nitrile,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (4-hydroxylating)",C22015; C03024; C00007,C22016; C03161; C00001
R11687,"(S)-N-methylcanadine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (1-hydroxylating)",C02915; C03024; C00007,C21586; C03161; C00001
